Channel with too many inputs/outputs :
 In workflow :3; Channel :65 too many inputs/outputs :{'workflow': 3, 'process': [64], 'operation': [5, 13]}
 In workflow :365; Channel :16322 too many inputs/outputs :{'workflow': 365, 'process': [16320, 16323], 'operation': [1585, 1595]}
 In workflow :365; Channel :16324 too many inputs/outputs :{'workflow': 365, 'process': ['output'], 'operation': ['output']}
 In workflow :365; Channel :16325 too many inputs/outputs :{'workflow': 365, 'process': [16323, 16327], 'operation': [1595]}
 In workflow :365; Channel :16326 too many inputs/outputs :{'workflow': 365, 'process': ['output'], 'operation': ['output']}
 In workflow :370; Channel :16525 too many inputs/outputs :{'workflow': 370, 'process': ['input', 'input']}
 In workflow :370; Channel :16534 too many inputs/outputs :{'workflow': 370, 'process': ['input', 'input']}
 In workflow :370; Channel :16524 too many inputs/outputs :{'workflow': 370, 'process': [16523, 16536], 'operation': [1598]}
 In workflow :370; Channel :16530 too many inputs/outputs :{'workflow': 370, 'process': [16528, 16540], 'operation': [1599]}
 In workflow :372; Channel :16596 too many inputs/outputs :{'workflow': 372, 'process': [16595, 16600, 16603, 16605, 16608], 'operation': []}
 In workflow :372; Channel :16567 too many inputs/outputs :{'workflow': 372, 'process': [16566], 'operation': [1604, 1605]}
 In workflow :372; Channel :16568 too many inputs/outputs :{'workflow': 372, 'process': [16566], 'operation': [1606, 1607]}
 In workflow :372; Channel :16616 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1613, 1614, 1624]}
 In workflow :372; Channel :16612 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1608, 1609, 1626]}
 In workflow :372; Channel :16624 too many inputs/outputs :{'workflow': 372, 'operation': ['output', 'output']}
 In workflow :372; Channel :16594 too many inputs/outputs :{'workflow': 372, 'process': [16593], 'operation': [1627, 1629, 1630, 1631, 1632]}
 In workflow :372; Channel :16585 too many inputs/outputs :{'workflow': 372, 'process': [16582, 16595], 'operation': [1634, 1635, 1636]}
 In workflow :372; Channel :16627 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1631, 1632, 1639]}
 In workflow :372; Channel :16626 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1631, 1632, 1633, 1640]}
 In workflow :372; Channel :16599 too many inputs/outputs :{'workflow': 372, 'process': [16597], 'operation': [1638, 1639, 1640, 1641]}
 In workflow :372; Channel :16637 too many inputs/outputs :{'workflow': 372, 'operation': ['output', 'output']}
 In workflow :372; Channel :16607 too many inputs/outputs :{'workflow': 372, 'process': [16605, 16608], 'operation': [1648, 1650]}
 In workflow :372; Channel :16636 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1647, 1652, 1653]}
 In workflow :372; Channel :16643 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1658, 1659, 1660, 1661]}
 In workflow :372; Channel :16569 too many inputs/outputs :{'workflow': 372, 'process': [16566, 16571], 'operation': [1610, 1620, 1621, 1622, 1623, 1662]}
 In workflow :372; Channel :16577 too many inputs/outputs :{'workflow': 372, 'process': [16576], 'operation': [1611, 1662]}
 In workflow :372; Channel :16580 too many inputs/outputs :{'workflow': 372, 'process': [16579], 'operation': [1612, 1664]}
 In workflow :372; Channel :16644 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1663, 1664, 1666]}
 In workflow :372; Channel :16583 too many inputs/outputs :{'workflow': 372, 'process': [16582], 'operation': [1665, 1666]}
 In workflow :372; Channel :16638 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1650, 1654, 1667]}
 In workflow :372; Channel :16641 too many inputs/outputs :{'workflow': 372, 'process': [], 'operation': [1655, 1656, 1657, 1667]}
 In workflow :377; Channel :16862 too many inputs/outputs :{'workflow': 377, 'process': [16861, 16864, 16868, 16869, 16872, 16873], 'operation': []}
 In workflow :377; Channel :16865 too many inputs/outputs :{'workflow': 377, 'process': [16864, 16868, 16872, 16873], 'operation': []}
 In workflow :381; Channel :17347 too many inputs/outputs :{'workflow': 381, 'process': [17346, 17358, 17367, 17370, 17373], 'operation': [1673]}
 In workflow :381; Channel :17348 too many inputs/outputs :{'workflow': 381, 'process': [17346, 17358, 17367, 17370, 17373], 'operation': [1674]}
 In workflow :381; Channel :17349 too many inputs/outputs :{'workflow': 381, 'process': [17346, 17358, 17367, 17370, 17373], 'operation': [1675]}
 In workflow :381; Channel :17356 too many inputs/outputs :{'workflow': 381, 'process': [17346, 17373], 'operation': [1684]}
 In workflow :381; Channel :17375 too many inputs/outputs :{'workflow': 381, 'process': [17373], 'operation': [1685, 1686]}
 In workflow :381; Channel :17323 too many inputs/outputs :{'workflow': 381, 'process': ['output'], 'operation': ['output']}
 In workflow :381; Channel :17376 too many inputs/outputs :{'workflow': 381, 'process': [17373], 'operation': [1687, 1695]}
 In workflow :382; Channel :17391 too many inputs/outputs :{'workflow': 382, 'process': [17390], 'operation': [1698, 1699, 1700]}
 In workflow :382; Channel :17393 too many inputs/outputs :{'workflow': 382, 'process': [17390, 17395], 'operation': [1701, 1702]}
 In workflow :382; Channel :17429 too many inputs/outputs :{'workflow': 382, 'operation': ['input', 'input']}
 In workflow :382; Channel :17431 too many inputs/outputs :{'workflow': 382, 'operation': ['input', 'input']}
 In workflow :382; Channel :17433 too many inputs/outputs :{'workflow': 382, 'operation': ['input', 'input']}
 In workflow :382; Channel :17405 too many inputs/outputs :{'workflow': 382, 'process': [17401, 17411], 'operation': [1708]}
 In workflow :382; Channel :17406 too many inputs/outputs :{'workflow': 382, 'process': [17401, 17418], 'operation': [1709]}
 In workflow :382; Channel :17437 too many inputs/outputs :{'workflow': 382, 'process': [], 'operation': [1710, 1711, 1712, 1713, 1714, 1715, 1716, 1717, 1718, 1719, 1720, 1721, 1722, 1723, 1724, 1725, 1726, 1727, 1728, 1729, 1730, 1731, 1732, 1733, 1734, 1735, 1736]}
 In workflow :382; Channel :17425 too many inputs/outputs :{'workflow': 382, 'process': [], 'operation': [1696, 1697, 1737]}
 In workflow :382; Channel :17432 too many inputs/outputs :{'workflow': 382, 'process': [], 'operation': [1705, 1706, 1737]}
 In workflow :388; Channel :17748 too many inputs/outputs :{'workflow': 388, 'operation': ['input', 'input']}
 In workflow :388; Channel :17742 too many inputs/outputs :{'workflow': 388, 'process': [17740], 'operation': [1751, 1752]}
 In workflow :388; Channel :17745 too many inputs/outputs :{'workflow': 388, 'process': [], 'operation': [1742, 1743, 1746, 1748, 1753, 1754]}
 In workflow :388; Channel :17706 too many inputs/outputs :{'workflow': 388, 'process': [17704, 17708], 'operation': [1756]}
 In workflow :392; Channel :17842 too many inputs/outputs :{'workflow': 392, 'process': [17840, 17843, 17847], 'operation': []}
 In workflow :392; Channel :17844 too many inputs/outputs :{'workflow': 392, 'process': [17843, 17849, 17850, 17855, 17858], 'operation': []}
 In workflow :392; Channel :17845 too many inputs/outputs :{'workflow': 392, 'process': [17843, 17849, 17858], 'operation': []}
 In workflow :392; Channel :17846 too many inputs/outputs :{'workflow': 392, 'process': [17843, 17849, 17858], 'operation': []}
 In workflow :393; Channel :17899 too many inputs/outputs :{'workflow': 393, 'process': ['input', 'input']}
 In workflow :395; Channel :17922 too many inputs/outputs :{'workflow': 395, 'process': [17921, 17931, 17933, 17946], 'operation': []}
 In workflow :395; Channel :17948 too many inputs/outputs :{'workflow': 395, 'operation': ['input', 'input']}
 In workflow :395; Channel :17944 too many inputs/outputs :{'workflow': 395, 'process': [17943], 'operation': [1764, 1769]}
 In workflow :396; Channel :17955 too many inputs/outputs :{'workflow': 396, 'process': ['input', 'input']}
 In workflow :396; Channel :17963 too many inputs/outputs :{'workflow': 396, 'process': ['output', 'output']}
 In workflow :399; Channel :18076 too many inputs/outputs :{'workflow': 399, 'process': [18074, 18077, 18098], 'operation': []}
 In workflow :399; Channel :18072 too many inputs/outputs :{'workflow': 399, 'process': [18070, 18074], 'operation': [1782]}
 In workflow :399; Channel :18108 too many inputs/outputs :{'workflow': 399, 'process': [], 'operation': [1781, 1782, 1783]}
 In workflow :399; Channel :18073 too many inputs/outputs :{'workflow': 399, 'process': [18070], 'operation': [1784, 1787]}
 In workflow :399; Channel :18085 too many inputs/outputs :{'workflow': 399, 'process': [18083], 'operation': [1777, 1793]}
 In workflow :399; Channel :18091 too many inputs/outputs :{'workflow': 399, 'process': [18089], 'operation': [1779, 1793]}
 In workflow :399; Channel :18088 too many inputs/outputs :{'workflow': 399, 'process': [18086], 'operation': [1778, 1793]}
 In workflow :399; Channel :18094 too many inputs/outputs :{'workflow': 399, 'process': [18092], 'operation': [1780, 1793]}
 In workflow :410; Channel :18813 too many inputs/outputs :{'workflow': 410, 'process': [18812, 18857, 18860, 18863, 18867, 18870, 18873, 18876, 18879, 18882], 'operation': []}
 In workflow :410; Channel :18815 too many inputs/outputs :{'workflow': 410, 'process': [18814, 18896, 18904, 18911, 18915, 18928], 'operation': []}
 In workflow :410; Channel :18818 too many inputs/outputs :{'workflow': 410, 'process': [18817, 18896, 18904, 18911, 18915, 18928], 'operation': []}
 In workflow :410; Channel :18820 too many inputs/outputs :{'workflow': 410, 'process': [18819, 18922, 18924], 'operation': []}
 In workflow :410; Channel :18821 too many inputs/outputs :{'workflow': 410, 'process': [18819, 18922, 18924], 'operation': []}
 In workflow :410; Channel :18804 too many inputs/outputs :{'workflow': 410, 'process': [18802, 18808, 18810, 18814, 18819], 'operation': [1796]}
 In workflow :410; Channel :18803 too many inputs/outputs :{'workflow': 410, 'process': [18802, 18806, 18814, 18885], 'operation': [1795, 1797]}
 In workflow :410; Channel :18816 too many inputs/outputs :{'workflow': 410, 'process': [18814, 18817], 'operation': [1798]}
 In workflow :420; Channel :20004 too many inputs/outputs :{'workflow': 420, 'process': [20001, 20090, 20094, 20097, 20100, 20102, 20117, 20119, 20123, 20126, 20128, 20133], 'operation': []}
 In workflow :420; Channel :20006 too many inputs/outputs :{'workflow': 420, 'process': [20005, 20013, 20017, 20036, 20070, 20078, 20090, 20100, 20107, 20113, 20119, 20123, 20126, 20133], 'operation': []}
 In workflow :420; Channel :20007 too many inputs/outputs :{'workflow': 420, 'process': [20005, 20059, 20065, 20113], 'operation': []}
 In workflow :420; Channel :20009 too many inputs/outputs :{'workflow': 420, 'process': [20008, 20011, 20013, 20015, 20017, 20074, 20082, 20107, 20113, 20126, 20133], 'operation': []}
 In workflow :420; Channel :20010 too many inputs/outputs :{'workflow': 420, 'process': [20008, 20082, 20113], 'operation': []}
 In workflow :420; Channel :20091 too many inputs/outputs :{'workflow': 420, 'process': [20090, 20094, 20097, 20119], 'operation': []}
 In workflow :420; Channel :20137 too many inputs/outputs :{'workflow': 420, 'operation': ['input', 'input']}
 In workflow :420; Channel :20140 too many inputs/outputs :{'workflow': 420, 'process': [], 'operation': [1816, 1817, 1818]}
 In workflow :420; Channel :20012 too many inputs/outputs :{'workflow': 420, 'process': [20011, 20036], 'operation': [1819]}
 In workflow :420; Channel :20014 too many inputs/outputs :{'workflow': 420, 'process': [20013, 20039], 'operation': [1820]}
 In workflow :420; Channel :20016 too many inputs/outputs :{'workflow': 420, 'process': [20015, 20042], 'operation': [1821]}
 In workflow :420; Channel :20018 too many inputs/outputs :{'workflow': 420, 'process': [20017, 20045], 'operation': [1822]}
 In workflow :420; Channel :20105 too many inputs/outputs :{'workflow': 420, 'process': [20102, 20126, 20133], 'operation': [1826]}
 In workflow :420; Channel :20106 too many inputs/outputs :{'workflow': 420, 'process': [20102, 20119, 20123, 20126, 20133], 'operation': [1826]}
 In workflow :420; Channel :20146 too many inputs/outputs :{'workflow': 420, 'process': [], 'operation': [1823, 1824, 1825, 1826, 1827]}
 In workflow :420; Channel :20139 too many inputs/outputs :{'workflow': 420, 'process': [], 'operation': [1813, 1814, 1815, 1828]}
 In workflow :420; Channel :20023 too many inputs/outputs :{'workflow': 420, 'process': [20022], 'operation': [1816, 1817, 1818, 1829]}
 In workflow :420; Channel :20141 too many inputs/outputs :{'workflow': 420, 'process': [], 'operation': [1816, 1817, 1818, 1823, 1830]}
 In workflow :420; Channel :20025 too many inputs/outputs :{'workflow': 420, 'process': [20022], 'operation': [1832, 1833]}
 In workflow :420; Channel :20031 too many inputs/outputs :{'workflow': 420, 'process': [20029, 20036], 'operation': [1833]}
 In workflow :420; Channel :20032 too many inputs/outputs :{'workflow': 420, 'process': [20029, 20039], 'operation': [1833]}
 In workflow :420; Channel :20033 too many inputs/outputs :{'workflow': 420, 'process': [20029, 20042], 'operation': [1833]}
 In workflow :420; Channel :20034 too many inputs/outputs :{'workflow': 420, 'process': [20029, 20045], 'operation': [1833]}
 In workflow :422; Channel :20190 too many inputs/outputs :{'workflow': 422, 'process': [20187, 20191, 20192], 'operation': []}
 In workflow :422; Channel :20185 too many inputs/outputs :{'workflow': 422, 'process': [20184], 'operation': [1837, 1838]}
 In workflow :422; Channel :20199 too many inputs/outputs :{'workflow': 422, 'operation': ['input', 'input']}
 In workflow :422; Channel :20188 too many inputs/outputs :{'workflow': 422, 'process': [20187, 20191], 'operation': [1843]}
 In workflow :428; Channel :20421 too many inputs/outputs :{'workflow': 428, 'process': [20420, 20424], 'operation': [1848]}
 In workflow :430; Channel :20485 too many inputs/outputs :{'workflow': 430, 'operation': ['input', 'input']}
 In workflow :430; Channel :20478 too many inputs/outputs :{'workflow': 430, 'process': [20477], 'operation': [1854, 1855, 1856]}
 In workflow :430; Channel :20486 too many inputs/outputs :{'workflow': 430, 'process': [], 'operation': [1854, 1855, 1856]}
 In workflow :431; Channel :20495 too many inputs/outputs :{'workflow': 431, 'process': [20494, 20506, 20509], 'operation': []}
 In workflow :431; Channel :20502 too many inputs/outputs :{'workflow': 431, 'process': ['output', 'output']}
 In workflow :431; Channel :20515 too many inputs/outputs :{'workflow': 431, 'operation': ['input', 'input']}
 In workflow :432; Channel :20522 too many inputs/outputs :{'workflow': 432, 'process': ['input', 'input']}
 In workflow :432; Channel :20534 too many inputs/outputs :{'workflow': 432, 'process': ['input', 'input']}
 In workflow :432; Channel :20554 too many inputs/outputs :{'workflow': 432, 'process': [], 'operation': [1864, 1866, 1867]}
